barrio,tipo_delito,timestamp,geometry,site,edge,lane
RECOLETA,Lesiones Seg Vial,2017-12-21 19:45:00,POINT (-58.3989 -34.5861),LAS HERAS GENERAL AV. 2464,18.2,0
COLEGIALES,Lesiones Seg Vial,2017-12-21 10:45:00,POINT (-58.448 -34.5774),"FREIRE, RAMON, CAP. GRAL. 602",2.0,0
BELGRANO,Lesiones Seg Vial,2017-12-21 23:15:00,POINT (-58.4526 -34.5638),LA PAMPA 2211,25.0,0
SAAVEDRA,Lesiones Seg Vial,2017-12-21 13:20:00,POINT (-58.5037 -34.5583),"PAZ, GRAL. AV. 4450",475.5,0
MONSERRAT,Homicidio Seg Vial,2017-12-20 04:31:00,POINT (-58.389 -34.618),INDEPENDENCIA AV. 1606,2.6,1
VILLA LUGANO,Lesiones Seg Vial,2017-12-20 10:30:00,POINT (-58.4623 -34.6761),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4950",5.3,0
VILLA LUGANO,Lesiones Seg Vial,2017-12-20 14:00:00,POINT (-58.4766 -34.6731),"DELLEPIANE, LUIS, TTE. GRAL. 5510",3.9,0
MATADEROS,Lesiones Seg Vial,2017-12-20 20:15:00,POINT (-58.5102 -34.6577),"ALBERDI, JUAN BAUTISTA AV. 6786",34.1,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-20 14:30:00,POINT (-58.4173 -34.6562),BARCO CENTENERA DEL 3547,44.1,0
VILLA SOLDATI,Lesiones Seg Vial,2017-12-20 21:30:00,POINT (-58.4331 -34.6541),ITAQUI 2220,1.2,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-20 09:00:00,POINT (-58.4163 -34.6533),SAENZ AV. 1096,10.9,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-20 13:15:00,POINT (-58.4285 -34.6502),"MORENO, PERITO AV. 1647",8.2,0
BARRACAS,Lesiones Seg Vial,2017-12-20 14:30:00,POINT (-58.374 -34.6424),ROCHA 1711,9.1,0
FLORES,Lesiones Seg Vial,2017-12-20 15:00:00,POINT (-58.4695 -34.6349),QUIRNO 295,3.5,1
BOCA,Lesiones Seg Vial,2017-12-20 16:30:00,POINT (-58.3628 -34.6348),PINZON 593,5.6,0
VILLA LURO,Lesiones Seg Vial,2017-12-20 19:40:00,POINT (-58.5057 -34.6348),"DIAZ, CESAR, GRAL. AV. 5681",26.5,0
FLORESTA,Lesiones Seg Vial,2017-12-20 19:30:00,POINT (-58.4817 -34.6338),RIVADAVIA AV. 8378,0.0,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-12-20 22:40:00,POINT (-58.3963 -34.6304),BRASIL 2302,4.1,1
SAN CRISTOBAL,Lesiones Seg Vial,2017-12-20 20:30:00,POINT (-58.4002 -34.6259),ALBERTI 1395,29.8,0
CABALLITO,Lesiones Seg Vial,2017-12-20 21:15:00,POINT (-58.4412 -34.6229),"ALBERDI, JUAN BAUTISTA AV. 912",1.0,1
SAN TELMO,Lesiones Seg Vial,2017-12-20 17:00:00,POINT (-58.3683 -34.6221),COCHABAMBA 231,46.0,1
CONSTITUCION,Lesiones Seg Vial,2017-12-20 03:30:00,POINT (-58.389 -34.618),INDEPENDENCIA AV. 1606,2.6,1
BALVANERA,Lesiones Seg Vial,2017-12-20 21:15:00,POINT (-58.4086 -34.614),LA RIOJA 301,3.8,0
BALVANERA,Lesiones Seg Vial,2017-12-20 17:30:00,POINT (-58.4103 -34.6073),"JAURES, JEAN 244",70.7,0
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-12-20 14:15:00,POINT (-58.4695 -34.6067),CAMARONES 1995,3.9,0
BALVANERA,Lesiones Seg Vial,2017-12-20 20:09:00,POINT (-58.4111 -34.6042),CORRIENTES AV. 3240,58.5,1
VILLA CRESPO,Lesiones Seg Vial,2017-12-20 11:00:00,POINT (-58.4512 -34.601),"ESCALADA DE SAN MARTIN, R. 499",2.9,0
VILLA DEL PARQUE,Lesiones Seg Vial,2017-12-20 17:08:00,POINT (-58.5036 -34.6008),"BEIRO, FRANCISCO AV. 3570",4.7,0
AGRONOMIA,Lesiones Seg Vial,2017-12-20 21:00:00,POINT (-58.4788 -34.5996),SAN MARTIN AV. 4002,8.2,0
AGRONOMIA,Lesiones Seg Vial,2017-12-20 03:30:00,POINT (-58.4848 -34.5975),MELINCUE 2450,15.3,0
PATERNAL,Lesiones Seg Vial,2017-12-20 20:00:00,POINT (-58.4771 -34.5973),WARNES AV. 2726,42.8,0
VILLA CRESPO,Lesiones Seg Vial,2017-12-20 20:10:00,POINT (-58.4454 -34.5957),CAMARGO 1099,15.5,0
RECOLETA,Lesiones Seg Vial,2017-12-20 14:45:00,POINT (-58.3931 -34.5938),JUNCAL 1815,1.8,1
PALERMO,Lesiones Seg Vial,2017-12-20 20:45:00,POINT (-58.4387 -34.5873),"VEGA, NICETO, CNEL. AV. 5510",12.8,1
PALERMO,Lesiones Seg Vial,2017-12-20 11:00:00,POINT (-58.4032 -34.5815),DEL LIBERTADOR AV. 2168,50.3,1
PALERMO,Lesiones Seg Vial,2017-12-20 10:00:00,POINT (-58.4046 -34.5807),DEL LIBERTADOR AV. 2286,17.5,1
VILLA PUEYRREDON,Lesiones Seg Vial,2017-12-20 11:10:00,POINT (-58.5137 -34.5798),ALBARELLOS AV. 3182,1.4,0
PALERMO,Lesiones Seg Vial,2017-12-20 14:45:00,POINT (-58.4147 -34.5749),SARMIENTO AV. 3500,8.6,1
VILLA ORTUZAR,Lesiones Seg Vial,2017-12-20 15:00:00,POINT (-58.4691 -34.5735),LA PAMPA 3896,3.1,1
VILLA PUEYRREDON,Lesiones Seg Vial,2017-12-20 16:00:00,POINT (-58.5091 -34.57),"PAZ, GRAL. AV. 4998",5.0,0
COGHLAN,Lesiones Seg Vial,2017-12-20 19:00:00,POINT (-58.4794 -34.5569),NUÑEZ 3780,11.8,0
NUÑEZ,Lesiones Seg Vial,2017-12-20 14:10:00,POINT (-58.4659 -34.5396),RAMALLO 1707,5.3,0
VILLA LUGANO,Lesiones Seg Vial,2017-12-19 19:20:00,POINT (-58.477 -34.6592),ECHEANDIA 4593,6.4,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-19 08:45:00,POINT (-58.4128 -34.6551),"OCHOA, ENRIQUE 830",2.6,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-19 22:00:00,POINT (-58.4161 -34.6544),BEAZLEY 3997,38.0,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-19 16:00:00,POINT (-58.4163 -34.652),SAENZ AV. 997,5.1,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-12-19 11:30:00,POINT (-58.4714 -34.6513),"PERON, EVA AV. 4148",75.7,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-12-19 19:45:00,POINT (-58.4824 -34.6511),OLIVERA AV. 1126,5.9,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-19 14:15:00,POINT (-58.4283 -34.6479),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 1496",6.9,0
BOCA,Lesiones Seg Vial,2017-12-19 18:15:00,POINT (-58.3631 -34.6392),"ARAOZ DE LAMADRID, GREGORIO, GRAL. 766",19.1,1
LINIERS,Lesiones Seg Vial,2017-12-19 10:00:00,POINT (-58.5241 -34.6357),GALLARDO 301,5.3,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-12-19 08:29:00,POINT (-58.4329 -34.6343),CASTAÑARES AV. 1010,32.5,0
SAN TELMO,Lesiones Seg Vial,2017-12-19 17:50:00,POINT (-58.3682 -34.6228),PASEO COLON AV. 1307,0.9,1
VILLA SANTA RITA,Lesiones Seg Vial,2017-12-19 09:30:00,POINT (-58.4805 -34.6223),CONCORDIA 988,3.3,0
CONSTITUCION,Lesiones Seg Vial,2017-12-19 11:30:00,POINT (-58.38 -34.6223),"IRIGOYEN, BERNARDO DE 1206",124.2,1
CABALLITO,Lesiones Seg Vial,2017-12-19 01:30:00,POINT (-58.4444 -34.6219),"MITRE, EMILIO 25",1.4,0
CONSTITUCION,Lesiones Seg Vial,2017-12-19 05:30:00,POINT (-58.3875 -34.6189),"SAENZ PEÑA, LUIS, PRES. 902",12.3,0
BALVANERA,Lesiones Seg Vial,2017-12-19 21:00:00,POINT (-58.3961 -34.6141),BELGRANO AV. 2099,3.9,1
MONSERRAT,Lesiones Seg Vial,2017-12-19 15:30:00,POINT (-58.389 -34.6136),"CEVALLOS, VIRREY 399",3.9,1
SAN NICOLAS,Lesiones Seg Vial,2017-12-19 11:30:00,POINT (-58.3879 -34.6041),CORRIENTES AV. 1496,0.8,1
VILLA CRESPO,Lesiones Seg Vial,2017-12-19 11:30:00,POINT (-58.4322 -34.6021),"GALLARDO, ANGEL AV. 2",2.6,1
BALVANERA,Lesiones Seg Vial,2017-12-19 17:35:00,POINT (-58.3928 -34.6008),VIAMONTE 1807,2.5,0
BALVANERA,Lesiones Seg Vial,2017-12-19 16:15:00,POINT (-58.4066 -34.598),"JAURES, JEAN 1015",5.2,0
RECOLETA,Lesiones Seg Vial,2017-12-19 20:30:00,POINT (-58.4146 -34.5979),CORDOBA AV. 3398,3.0,1
PALERMO,Lesiones Seg Vial,2017-12-19 17:30:00,POINT (-58.4159 -34.5911),PARAGUAY 3691,6.5,0
RETIRO,Lesiones Seg Vial,2017-12-19 14:00:00,POINT (-58.3701 -34.5832),"LUISONI, ARTURO, MAYOR 2542",1.5,0
RETIRO,Lesiones Seg Vial,2017-12-19 20:30:00,POINT (-58.3701 -34.5832),"LUISONI, ARTURO, MAYOR 2542",1.5,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-12-19 12:45:00,POINT (-58.5091 -34.57),"PAZ, GRAL. AV. 4998",5.0,0
BELGRANO,Lesiones Seg Vial,2017-12-19 08:45:00,POINT (-58.4554 -34.5425),DEL LIBERTADOR AV. 7501,15.8,0
NUÑEZ,Lesiones Seg Vial,2017-12-19 12:00:00,POINT (-58.4664 -34.5367),PICO 1609,8.1,0
VILLA DEVOTO,Homicidio Seg Vial,2017-12-18 21:30:00,POINT (-58.5204 -34.5941),"PAZ, GRAL. AV. 6794",3.9,0
MATADEROS,Lesiones Seg Vial,2017-12-18 18:30:00,POINT (-58.5017 -34.6613),"DE LA TORRE, LISANDRO AV. 2299",5.6,0
BARRACAS,Lesiones Seg Vial,2017-12-18 18:15:00,POINT (-58.3757 -34.6558),SAN ANTONIO 1190,3.7,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-12-18 10:15:00,POINT (-58.4675 -34.6544),"ALVAREZ, CRISOSTOMO 3853",75.7,0
FLORES,Lesiones Seg Vial,2017-12-18 17:30:00,POINT (-58.4595 -34.6455),ZUVIRIA 2987,8.0,0
LINIERS,Lesiones Seg Vial,2017-12-18 12:00:00,POINT (-58.5287 -34.6449),"PAZ, GRAL. AV. 11110",3.0,0
FLORESTA,Lesiones Seg Vial,2017-12-18 20:45:00,POINT (-58.4761 -34.6389),"ACOSTA, MARIANO AV. 590",4.3,0
VERSALLES,Lesiones Seg Vial,2017-12-18 17:30:00,POINT (-58.5289 -34.6345),MADRID 6998,3.7,0
LINIERS,Lesiones Seg Vial,2017-12-18 15:45:00,POINT (-58.5242 -34.6345),FRAGUEIRO 397,7.4,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-12-18 12:00:00,POINT (-58.3915 -34.6306),COMBATE DE LOS POZOS 1881,6.7,1
PARQUE PATRICIOS,Lesiones Seg Vial,2017-12-18 15:36:00,POINT (-58.4054 -34.6292),"GARAY, JUAN DE AV. 2896",5.1,1
FLORES,Lesiones Seg Vial,2017-12-18 23:00:00,POINT (-58.4646 -34.628),YERBAL 2481,4.7,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-12-18 13:30:00,POINT (-58.4812 -34.6223),"JUSTO, JUAN B. AV. 6221",45.3,0
BOEDO,Lesiones Seg Vial,2017-12-18 15:00:00,POINT (-58.4181 -34.6211),COLOMBRES 705,2.8,1
ALMAGRO,Lesiones Seg Vial,2017-12-18 05:00:00,POINT (-58.4271 -34.6193),MUÑIZ 496,3.2,0
MONSERRAT,Lesiones Seg Vial,2017-12-18 16:10:00,POINT (-58.3693 -34.6136),REPUBLICA BOLIVARIANA DE VENEZUELA 212,3.8,0
BALVANERA,Lesiones Seg Vial,2017-12-18 17:01:00,POINT (-58.4055 -34.6045),PUEYRREDON AV. 510,6.2,1
BALVANERA,Lesiones Seg Vial,2017-12-18 14:43:00,POINT (-58.4019 -34.602),TUCUMAN 2475,36.3,1
RECOLETA,Lesiones Seg Vial,2017-12-18 05:15:00,POINT (-58.4034 -34.5975),PUEYRREDON AV. 1109,4.4,0
ALMAGRO,Lesiones Seg Vial,2017-12-18 11:36:00,POINT (-58.4218 -34.597),"ACUÑA DE FIGUEROA, FRANCISCO 1240",66.5,1
RECOLETA,Lesiones Seg Vial,2017-12-18 18:00:00,POINT (-58.3931 -34.5959),SANTA FE AV. 1796,19.9,0
VILLA DEVOTO,Lesiones Seg Vial,2017-12-18 15:36:00,POINT (-58.5141 -34.5936),"GONZALEZ, JOAQUIN V. 4655",0.3,0
RETIRO,Lesiones Seg Vial,2017-12-18 20:00:00,POINT (-58.3714 -34.5892),ANTARTIDA ARGENTINA AV. 1152,23.3,0
VILLA DEVOTO,Lesiones Seg Vial,2017-12-18 15:29:00,POINT (-58.5191 -34.5892),"PAZ, GRAL. AV. 6302",9.1,0
PALERMO,Lesiones Seg Vial,2017-12-18 12:45:00,POINT (-58.414 -34.5864),"ALVAREZ, JULIAN 2513",4.7,1
VILLA PUEYRREDON,Lesiones Seg Vial,2017-12-18 10:00:00,POINT (-58.4974 -34.5857),ESTADO PLURINACIONAL DE BOLIVIA 4515,2.0,1
COLEGIALES,Lesiones Seg Vial,2017-12-18 11:45:00,POINT (-58.4602 -34.5768),DELGADO 1316,26.6,0
PALERMO,Lesiones Seg Vial,2017-12-18 08:45:00,POINT (-58.4117 -34.5764),DEL LIBERTADOR AV. 3005,2.3,1
BELGRANO,Lesiones Seg Vial,2017-12-18 17:50:00,POINT (-58.4561 -34.566),AMENABAR 1759,3.8,0
NUÑEZ,Lesiones Seg Vial,2017-12-18 14:50:00,POINT (-58.4713 -34.5534),AZURDUY JUANA 2907,4.5,0
LINIERS,Homicidio Seg Vial,2017-12-17 09:02:00,POINT (-58.5287 -34.646),"PAZ, GRAL. AV. 11206",3.2,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-17 20:00:00,POINT (-58.4028 -34.6556),IGUAZU 1525,29.9,0
FLORES,Lesiones Seg Vial,2017-12-17 18:10:00,POINT (-58.464 -34.6399),"LAFERRERE, GREGORIO DE 3109",4.0,0
BOCA,Lesiones Seg Vial,2017-12-17 08:35:00,POINT (-58.3556 -34.635),"BRIN, MINISTRO 1202",4.0,0
FLORES,Lesiones Seg Vial,2017-12-17 01:15:00,POINT (-58.4677 -34.6253),AVELLANEDA AV. 2606,22.7,0
MONSERRAT,Lesiones Seg Vial,2017-12-17 09:15:00,POINT (-58.3803 -34.6164),"IRIGOYEN, BERNARDO DE 698",2.7,1
CABALLITO,Lesiones Seg Vial,2017-12-17 19:23:00,POINT (-58.4564 -34.6097),FRAGATA PRES. SARMIENTO 1302,4.1,0
VILLA DEVOTO,Lesiones Seg Vial,2017-12-17 04:45:00,POINT (-58.5096 -34.6076),SANABRIA 3178,35.7,0
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-12-17 06:45:00,POINT (-58.4644 -34.6072),"TRELLES, MANUEL R. 1809",3.9,0
SAN NICOLAS,Lesiones Seg Vial,2017-12-17 06:20:00,POINT (-58.3865 -34.604),CORRIENTES AV. 1394,2.6,1
BALVANERA,Lesiones Seg Vial,2017-12-17 16:00:00,POINT (-58.413 -34.6032),GALLO 510,3.2,1
RETIRO,Lesiones Seg Vial,2017-12-17 23:15:00,POINT (-58.3857 -34.597),"ALVEAR, MARCELO T. DE 1308",4.1,1
VILLA CRESPO,Lesiones Seg Vial,2017-12-17 10:00:00,POINT (-58.4454 -34.5957),CAMARGO 1099,15.5,0
PALERMO,Lesiones Seg Vial,2017-12-17 18:00:00,POINT (-58.428 -34.593),"SCALABRINI ORTIZ, RAUL AV. 1295",6.2,0
PALERMO,Lesiones Seg Vial,2017-12-17 06:30:00,POINT (-58.437 -34.5636),DEL LIBERTADOR AV. 5002,25.0,1
SAAVEDRA,Lesiones Seg Vial,2017-12-17 01:30:00,POINT (-58.5045 -34.56),"YRURTIA, ROGELIO 5603",272.8,0
VILLA LUGANO,Lesiones Seg Vial,2017-12-16 15:00:00,POINT (-58.4842 -34.6883),UNANUE 6963,22.3,0
VILLA RIACHUELO,Lesiones Seg Vial,2017-12-16 12:15:00,POINT (-58.4755 -34.6857),"CHILAVERT, MARTINIANO, CORONEL 6357",39.2,0
MATADEROS,Lesiones Seg Vial,2017-12-16 12:30:00,POINT (-58.4934 -34.658),"GARZON, EUGENIO, GRAL. AV. 5800",6.7,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-12-16 07:00:00,POINT (-58.4655 -34.6556),SANTIAGO DE COMPOSTELA AV. 3856,61.8,0
BARRACAS,Lesiones Seg Vial,2017-12-16 17:45:00,POINT (-58.3769 -34.6526),SAN ANTONIO 894,5.2,0
LINIERS,Lesiones Seg Vial,2017-12-16 03:20:00,POINT (-58.5285 -34.6502),"CHAVEZ, JORGE 7296",8.0,0
CONSTITUCION,Lesiones Seg Vial,2017-12-16 15:30:00,POINT (-58.3898 -34.627),FILIBERTO 1740,33.2,0
CONSTITUCION,Lesiones Seg Vial,2017-12-16 15:30:00,POINT (-58.3898 -34.627),FILIBERTO 1740,33.2,0
VILLA REAL,Lesiones Seg Vial,2017-12-16 03:30:00,POINT (-58.5302 -34.615),"PAZ, GRAL. AV. 8592",2.6,1
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-12-16 01:00:00,POINT (-58.4679 -34.6113),BOYACA 1606,3.8,0
MONSERRAT,Lesiones Seg Vial,2017-12-16 18:20:00,POINT (-58.3712 -34.61),"YRIGOYEN, HIPOLITO AV. 302",48.7,1
MONSERRAT,Lesiones Seg Vial,2017-12-16 17:55:00,POINT (-58.3816 -34.6091),DE MAYO AV. 1098,8.6,0
BALVANERA,Lesiones Seg Vial,2017-12-16 14:00:00,POINT (-58.4055 -34.6054),PUEYRREDON AV. 419,22.4,0
VILLA DEVOTO,Lesiones Seg Vial,2017-12-16 08:00:00,POINT (-58.5207 -34.6046),"CARRIL, SALVADOR MARIA DEL AV. 4696",5.8,0
BALVANERA,Lesiones Seg Vial,2017-12-16 07:15:00,POINT (-58.4078 -34.6043),ECUADOR 481,4.3,1
BALVANERA,Lesiones Seg Vial,2017-12-16 07:15:00,POINT (-58.3996 -34.6033),PASTEUR 510,5.2,0
BALVANERA,Lesiones Seg Vial,2017-12-16 09:30:00,POINT (-58.4112 -34.602),AGUERO 707,7.0,0
ALMAGRO,Lesiones Seg Vial,2017-12-16 09:45:00,POINT (-58.4192 -34.6008),"SALGUERO, JERONIMO 808",3.6,0
VILLA DEL PARQUE,Lesiones Seg Vial,2017-12-16 08:50:00,POINT (-58.492 -34.5983),TINOGASTA 2893,5.8,0
RECOLETA,Lesiones Seg Vial,2017-12-16 21:45:00,POINT (-58.3932 -34.5948),CALLAO AV. 1202,3.4,0
AGRONOMIA,Lesiones Seg Vial,2017-12-16 15:00:00,POINT (-58.4976 -34.5911),NUEVA YORK 2895,30.6,0
RETIRO,Lesiones Seg Vial,2017-12-16 15:45:00,POINT (-58.3714 -34.5892),ANTARTIDA ARGENTINA AV. 1152,23.3,0
PALERMO,Lesiones Seg Vial,2017-12-16 18:00:00,POINT (-58.4111 -34.582),"SCALABRINI ORTIZ, RAUL 2973",1.4,0
PALERMO,Lesiones Seg Vial,2017-12-16 13:30:00,POINT (-58.4392 -34.5792),COSTA RICA 6032,52.1,0
BELGRANO,Lesiones Seg Vial,2017-12-16 02:40:00,POINT (-58.4624 -34.5586),ROOSEVELT FRANKLIN D. 2585,4.4,0
SAAVEDRA,Lesiones Seg Vial,2017-12-16 11:30:00,POINT (-58.5037 -34.5583),"PAZ, GRAL. AV. 4450",475.5,0
SAAVEDRA,Lesiones Seg Vial,2017-12-16 21:30:00,POINT (-58.477 -34.5538),"LARRALDE, CRISOLOGO AV. 3407",3.9,0
SAAVEDRA,Lesiones Seg Vial,2017-12-16 12:15:00,POINT (-58.498 -34.5526),DEHEZA 4997,8.3,0
BELGRANO,Lesiones Seg Vial,2017-12-16 02:00:00,POINT (-58.436 -34.5525),"FIGUEROA ALCORTA, PRES. AV. 6494",7.6,1
BELGRANO,Lesiones Seg Vial,2017-12-16 18:20:00,POINT (-58.4534 -34.5499),DEL LIBERTADOR AV. 6779,70.2,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-15 09:30:00,POINT (-58.419 -34.6546),TILCARA 3236,6.9,1
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-15 19:00:00,POINT (-58.4339 -34.653),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 2162",43.8,0
MATADEROS,Lesiones Seg Vial,2017-12-15 18:00:00,POINT (-58.49 -34.6516),TANDIL 5021,0.7,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-12-15 18:15:00,POINT (-58.47 -34.6456),"FERNANDEZ MORENO, BALDOMERO 3689",1.0,1
PARQUE PATRICIOS,Lesiones Seg Vial,2017-12-15 16:20:00,POINT (-58.4009 -34.645),"ALCORTA, AMANCIO AV. 2801",7.2,0
LINIERS,Lesiones Seg Vial,2017-12-15 12:45:00,POINT (-58.5246 -34.6447),CARHUE 501,2.5,0
LINIERS,Lesiones Seg Vial,2017-12-15 21:15:00,POINT (-58.5207 -34.6435),PALMAR 6706,1.5,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-12-15 12:30:00,POINT (-58.4373 -34.6349),CACHIMAYO 1288,3.9,0
SAN TELMO,Lesiones Seg Vial,2017-12-15 19:00:00,POINT (-58.374 -34.6255),PERU 1497,6.1,0
CABALLITO,Lesiones Seg Vial,2017-12-15 19:40:00,POINT (-58.452 -34.6248),RIVADAVIA AV. 6107,0.6,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-12-15 17:37:00,POINT (-58.4022 -34.6238),SAN JUAN AV. 2706,2.5,0
MONTE CASTRO,Lesiones Seg Vial,2017-12-15 18:30:00,POINT (-58.5068 -34.6237),CERVANTES 1702,2.6,0
CABALLITO,Lesiones Seg Vial,2017-12-15 01:40:00,POINT (-58.4352 -34.6219),"MORENO, JOSE MARIA AV. 335",67.4,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-12-15 12:30:00,POINT (-58.4768 -34.6218),HELGUERA 910,5.6,0
ALMAGRO,Lesiones Seg Vial,2017-12-15 18:45:00,POINT (-58.4196 -34.6176),REPUBLICA BOLIVARIANA DE VENEZUELA 3766,3.7,0
BALVANERA,Lesiones Seg Vial,2017-12-15 12:00:00,POINT (-58.4086 -34.6166),REPUBLICA BOLIVARIANA DE VENEZUELA 3026,34.6,0
BALVANERA,Lesiones Seg Vial,2017-12-15 10:00:00,POINT (-58.4102 -34.6124),"URQUIZA, GRAL. 183",33.4,0
MONSERRAT,Lesiones Seg Vial,2017-12-15 14:00:00,POINT (-58.3693 -34.6112),PASEO COLON AV. 304,6.6,1
MONSERRAT,Lesiones Seg Vial,2017-12-15 23:10:00,POINT (-58.3751 -34.6085),PERU 27,13.8,0
SAN NICOLAS,Lesiones Seg Vial,2017-12-15 15:19:00,POINT (-58.3818 -34.6061),CERRITO 208,11.8,1
ALMAGRO,Lesiones Seg Vial,2017-12-15 12:00:00,POINT (-58.4148 -34.6058),SARMIENTO 3499,12.1,0
VILLA CRESPO,Lesiones Seg Vial,2017-12-15 13:45:00,POINT (-58.4516 -34.6041),"RODRIGUEZ, MANUEL A., GENERAL 1603",5.4,1
SAN NICOLAS,Lesiones Seg Vial,2017-12-15 12:15:00,POINT (-58.3909 -34.6037),RODRIGUEZ PEÑA 454,67.8,0
BALVANERA,Lesiones Seg Vial,2017-12-15 18:30:00,POINT (-58.4048 -34.6018),PUEYRREDON AV. 706,4.2,1
SAN NICOLAS,Lesiones Seg Vial,2017-12-15 16:30:00,POINT (-58.392 -34.5998),CORDOBA AV. 1728,41.9,0
VILLA DEVOTO,Lesiones Seg Vial,2017-12-15 11:15:00,POINT (-58.5227 -34.599),"PAZ, GRAL. AV. 7120",17.3,0
RECOLETA,Lesiones Seg Vial,2017-12-15 17:05:00,POINT (-58.4021 -34.5978),LARREA 895,3.7,0
RECOLETA,Lesiones Seg Vial,2017-12-15 23:00:00,POINT (-58.4061 -34.5909),AGUERO 1709,4.5,0
PALERMO,Lesiones Seg Vial,2017-12-15 10:00:00,POINT (-58.4183 -34.5836),ARMENIA 2499,4.0,0
PALERMO,Lesiones Seg Vial,2017-12-15 17:29:00,POINT (-58.4069 -34.5814),CERVIÑO AV. 3356,45.8,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-12-15 18:30:00,POINT (-58.5137 -34.5798),ALBARELLOS AV. 3182,1.4,0
PALERMO,Lesiones Seg Vial,2017-12-15 16:10:00,POINT (-58.4234 -34.5797),SANTA FE AV. 4306,4.7,0
PALERMO,Lesiones Seg Vial,2017-12-15 16:50:00,POINT (-58.4233 -34.575),CERVIÑO AV. 4691,16.6,0
BELGRANO,Lesiones Seg Vial,2017-12-15 14:15:00,POINT (-58.4441 -34.5623),"CAMPOS, LUIS M. AV. 1575",56.7,0
SAAVEDRA,Lesiones Seg Vial,2017-12-15 07:30:00,POINT (-58.4909 -34.5573),LUGONES 3897,0.7,0
SAAVEDRA,Lesiones Seg Vial,2017-12-15 21:45:00,POINT (-58.4851 -34.5534),PAROISSIEN 4008,4.7,0
PALERMO,Lesiones Seg Vial,2017-12-15 14:00:00,POINT (-58.4267 -34.552),LA PAMPA 502,18.5,1
NUÑEZ,Lesiones Seg Vial,2017-12-15 16:04:00,POINT (-58.4727 -34.5515),CRAMER 3594,3.5,0
SAAVEDRA,Lesiones Seg Vial,2017-12-15 11:30:00,POINT (-58.4724 -34.5482),MOLDES 3859,48.0,0
NUÑEZ,Lesiones Seg Vial,2017-12-15 14:50:00,POINT (-58.4698 -34.5369),"PAZ, GRAL. AV. 560",21.3,0
VILLA LUGANO,Lesiones Seg Vial,2017-12-14 12:15:00,POINT (-58.4903 -34.6796),BARCA CABO DE HORNOS 6706,2.0,0
VILLA LUGANO,Lesiones Seg Vial,2017-12-14 08:50:00,POINT (-58.485 -34.6788),COSQUIN 4105,5.4,0
VILLA SOLDATI,Lesiones Seg Vial,2017-12-14 23:30:00,POINT (-58.4535 -34.6683),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3961",106.7,0
VILLA SOLDATI,Lesiones Seg Vial,2017-12-14 14:45:00,POINT (-58.4446 -34.6609),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3195",9.6,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-14 10:45:00,POINT (-58.4165 -34.653),SAENZ AV. 1099,11.4,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-12-14 12:15:00,POINT (-58.4145 -34.65),"OCHOA, ENRIQUE 248",44.7,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-12-14 19:00:00,POINT (-58.4486 -34.6358),"PERON, EVA AV. 1804",21.0,0
FLORESTA,Lesiones Seg Vial,2017-12-14 16:30:00,POINT (-58.4754 -34.6356),DOLORES 242,6.4,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-12-14 09:15:00,POINT (-58.4006 -34.6316),BRASIL 2601,5.8,0
FLORES,Lesiones Seg Vial,2017-12-14 13:00:00,POINT (-58.4724 -34.6314),RIVADAVIA AV. 7599,6.9,0
